cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio,actividad_codigo,actividad_descripcion,actividad_orden,actividad_estado,actividad_vigencia
30500178163,COMPA#IA IMPRESORA ARGENTINA SOC ANON,1926-11-30-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,2041,01,, 1090,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAP.FED.,ALSINA ADOLFO,2041,01,, 1090,NO CONFIRMADO,,,,,
30500178236,ANTHONY BLANK Y CIA S A COMERCIAL  E INDUSTRIAL,1941-11-05-00:00,SOCIEDAD ANONIMA,2024-01-01-10:20,,BUENOS AIRES,SAN JUSTO,CNEL LEZICA,3751,,, 1754,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,SAN JUSTO,CNEL LEZICA,3751,,, 1754,INEXISTENTE - DESCONOCIDO,,,,,
30500178856,TALLERESB GRAFICOS SACERDOTI S A,1969-12-05-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-01-01-10:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRAVO MARIO,933,,, 1175,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRAVO MARIO,933,,, 1175,NO CONFIRMADO,,,,,
30500179151,BOLDT SOCIEDAD ANONIMA,1983-09-20-00:00,SOCIEDAD ANONIMA,2024-11-12-14:57,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASEROS AV.,3039,9,, 1264,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARISTOBULO DEL VALLE,1257,02,, 1295,NO CONFIRMADO,,,,,
30500179224,ESTABLECIMIENTO GRAFICO S I A G A SA I Y C,1958-05-29-00:00,SOCIEDAD ANONIMA,2024-02-22-13:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESPINOSA,2539,,, 1416,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESPINOSA,2539,,, 1416,NO CONFIRMADO,,,,,
30500179461,ACACIA S A C E I,1942-07-15-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ITAQUI,1605,,, 1437,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ITAQUI,1605,,, 1437,NO CONFIRMADO,,,,,
30500179771,LINOTIPIA PE#A S A I C,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,2658,,, 1096,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AVDA.,2658,,, 1096,NO CONFIRMADO,,,,,
30500180311,OUCINDE SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,1957-10-04-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,524,01,006, 1053,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,524,01,006, 1053,NO CONFIRMADO,,,,,
30500180796,GOIRAN ROQUE Y SANTIAGO,1954-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2022-06-14-18:23,,CORDOBA,SAN FRANCISCO,BELGRANO,2161,,, 2400,NO CONFIRMADO,CORDOBA,SAN FRANCISCO,BELGRANO,2161,,, 2400,NO CONFIRMADO,,,,,
30500181474,LORILLEUX ARGENTINA SA,1973-08-27-00:00,SOCIEDAD ANONIMA,2024-01-01-10:57,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZAVALETA,699,,, 1437,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZAVALETA,699,,, 1437,NO CONFIRMADO,,,,,
30500181547,LITOGRAFIA CUYO SA,1971-07-07-00:00,SOCIEDAD ANONIMA,2024-11-01-13:56,,MENDOZA,MENDOZA,JOSE F MORENO,1638,,, 5500,DECLARADO,MENDOZA,MENDOZA,JOSE F MORENO,1638,,, 5500,NO CONFIRMADO,,,,,
30500181784,ARTES GRAFICAS GUAITA I C S A EN LIQUIDACION,1956-01-25-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VARELA AV.,252,,, 1406,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VARELA AV.,252,,, 1406,CONFIRMADO,,,,,
30500182225,FABRICA DE PAPELES PINTADOS S A I C F E I,1961-06-06-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LABARDEN,465,,, 1437,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LABARDEN,465,,, 1437,NO CONFIRMADO,,,,,
30500182772,TALLERES GRAFICOS ORESTES SRL,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:52,,BUENOS AIRES,BARRIO MARIANO MORENO - LANUS,LA RIOJA,445,,, 1822,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,LANUS,LA RIOJA,445,,, 1822,NO CONFIRMADO,,,,,
30500183760,ROTOGRAFICA ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,1961-06-21-00:00,SOCIEDAD ANONIMA,2024-01-01-10:52,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,2221,05,A, 1046,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,2221,05,A, 1046,CONFIRMADO,,,,,
30500183833,CAPARROS SRL,1983-12-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TACUARI,723,,, 1071,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TACUARI,723,,, 1071,NO CONFIRMADO,,,,,
30500183906,IMPRENTA ANZILOTTI S R L,1961-10-31-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-10:21,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PATRICIOS REGTO. AV.,319,,, 1265,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PATRICIOS,319,,, 1265,NO CONFIRMADO,,,,,
30500184066,TALLERES GRAFICOS CAROLLO S C A,1988-02-10-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DIAZ VELEZ AV.,3461,,, 1200,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DIAZ VELEZ,3461,,, 1200,NO CONFIRMADO,,,,,
30500184449,IMPRENTA MERCUR S.R.L.,1995-07-06-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LA RIOJA,674,,, 1221,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LA RIOJA,674,,, 1221,NO CONFIRMADO,,,,,
30500184686,ALBERTO BROMBERG Y COMPAÑIA SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL,1943-03-05-00:00,SOCIEDAD ANONIMA,2024-06-28-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUTIERREZ RICARDO,3461,PB,A, 1417,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUTIERREZ RICARDO,3461,PB,A, 1417,DECLARADO,,,,,
30500185291,DIAZ Y DE LORENZO,1949-01-29-00:00,SOCIEDAD COLECTIVA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VELEZ SARSFIELD AV.,344,,, 1281,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VELEZ SARSFIELD,344,,, 1281,NO CONFIRMADO,,,,,
30500185674,ARDITI Y MENECHINO SRL,1958-02-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-10:57,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AVELLANEDA AV.,4080,,, 1407,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AVELLANEDA,4080,,, 1407,NO CONFIRMADO,,,,,
30500186042,ARTES GRAFICAS ROSENBAUM S R L,1950-11-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URQUIZA GRAL,42,,, 1215,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GENERAL URQUIZA,42,,, 1215,NO CONFIRMADO,,,,,
30500187278,SOPRANO HNOS S A,1986-09-19-00:00,SOCIEDAD ANONIMA,2024-02-22-13:52,,BUENOS AIRES,VALENTIN ALSINA,R DE E DE SAN MARTIN,3926,,, 1822,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,VALENTIN ALSINA,R DE E DE SAN MARTIN,3926,,, 1822,NO CONFIRMADO,,,,,
30500187413,LINOTIPIA AVELLANEDA SOC EN COM PORACCIONES,1901-01-01-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:52,,BUENOS AIRES,AVELLANEDA,12 DE OCTUBRE 263,0,,, 1870,NO CONFIRMADO,BUENOS AIRES,AVELLANEDA,12 DE OCTUBRE 263,0,,, 1870,NO CONFIRMADO,,,,,
30500188193,M GILARDI S R L,1958-10-15-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,56,,, 1004,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,56,,, 1004,NO CONFIRMADO,,,,,
30500188576,IMPRENTA JUAN BLAZQUEZ S R L,1965-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,INDEPENDENCIA AV.,3729,,, 1226,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,INDEPENDENCIA AV.,3729,,, 1226,NO CONFIRMADO,,,,,
30500188711,CASANO GRAFICA SOCIEDAD ANONIMA,1976-05-14-00:00,SOCIEDAD ANONIMA,2024-07-02-11:35,,BUENOS AIRES,REMEDIOS DE ESCALADA,MINISTRO BRIN,3932,,, 1826,CONFIRMADO,BUENOS AIRES,REMEDIOS DE ESCALADA,MINISTRO BRIN,3932,,, 1826,DECLARADO POR INTERNET,,,,,
30500189017,IMPRENTA SELLARES S R LTDA,1968-12-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,COSTA RICA,4368,,, 1414,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,COSTA RICA,4368,,, 1414,NO CONFIRMADO,,,,,
30500189564,ESTABLECIMIENTOS GRAFICOS BIF FINANDI SRL,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:52,,CORDOBA,CORDOBA,JERONIMO LUIS DE CAB,819,,, 5000,INEXISTENTE - DESCONOCIDO,CORDOBA,CORDOBA,JERONIMO LUIS DE CAB,819,,, 5000,NO CONFIRMADO,,,,,
30500189947,IMPRENTA SCHENKER S C P A,1901-01-01-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GARAY JUAN DE AV.,249,,, 1153,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GARAY,249,,, 1153,NO CONFIRMADO,,,,,
30500190104,TALLERES GRAFICOS ERNESTO ZEISS S A I Y C,1968-07-31-00:00,SOCIEDAD ANONIMA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,4067,01,, 1210,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV BELGRANO,4067,01,, 1210,NO CONFIRMADO,,,,,
30500190414,JUAN MARRUCCELLI Y CIA S R L,1962-12-09-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA ELENA,375,,, 1278,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA ELENA,375,,, 1278,NO CONFIRMADO,,,,,
30500190724,PARADA OBIOL ARTES GRAFICAS SOC DE RESP LTDA,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-10-23-16:05,,BUENOS AIRES,MONTE GRANDE,ANTONIO CERVETTI,1345,,, 1842,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,COCHABAMBA,344,,, 1150,NO CONFIRMADO,,,,,
30500190899,TALLERES GRAFICOS OFAN SOC DE RESP LTDA,1960-08-31-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:52,,BUENOS AIRES,LANUS,VICENTE T DAMONTE,233,,, 1824,NO CONFIRMADO,BUENOS AIRES,LANUS ESTE,VICENTE T DAMONTE,233,,, 1824,NO CONFIRMADO,,,,,
30500190961,CARLOS GRILLO S R L,1970-06-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,NICARAGUA,5669,,, 1414,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,NICARAGUA,5669,,, 1414,NO CONFIRMADO,,,,,
30500191194,IMPRENTA BUSNELLI SRL,1963-03-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-09-02-04:36,,BUENOS AIRES,SARANDI,MARIANO MORENO,3531,,, 1872,NO CONFIRMADO,BUENOS AIRES,SARANDI,MARIANO MORENO,3531,,, 1872,NO CONFIRMADO,,,,,
30500191402,JUSTO RODERO E HIJOS S A I C,1964-03-09-00:00,SOCIEDAD ANONIMA,2024-10-23-16:06,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DORREGO AV.,623,,, 1414,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DORREGO,623,,, 1414,NO CONFIRMADO,,,,,
30500191712,RAPID SERVICE S R L,1958-09-09-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:50,,BUENOS AIRES,BERNAL,CONSTITUCION 133,0,,, 1876,NO CONFIRMADO,BUENOS AIRES,BERNAL,CONSTITUCION 133,0,,, 1876,NO CONFIRMADO,,,,,
30500192182,LIBRERIA CENTENARO S A,1980-01-11-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,415,PB,, 1054,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,415,PB,, 1054,CONFIRMADO,,,,,
30500192255,IMPRECOLOR S A,1982-09-30-00:00,SOCIEDAD ANONIMA,2024-08-09-17:45,,BUENOS AIRES,VILLA LYNCH,14 EX ESPORA,4269,,, 1672,NO CONFIRMADO,BUENOS AIRES,VILLA LYNCH,14 EX ESPORA,4269,,, 1672,NO CONFIRMADO,,,,,
30500192492,LEON J GRANDINETTI S A C I I,1968-06-11-00:00,SOCIEDAD ANONIMA,2024-07-30-08:59,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,OCHOA ENRIQUE,76,,, 1437,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,OCHOA ENRIQUE,76,,, 1437,DECLARADO,,,,,
30500192700,PROIETTO Y LAMARQUE S.A.,1980-09-15-00:00,SOCIEDAD ANONIMA,2024-11-04-07:03,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MARMOL JOSE,2131,,, 1255,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MARMOL JOSE,2131,,, 1255,DECLARADO,,,,,
30500193480,"ARCHELLI SOCIEDAD ANONIMA, GRAFICA, INDUSTRIAL, COMERCIAL Y FINANCIERA",1901-01-01-00:00,SOCIEDAD ANONIMA,2024-05-20-09:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIO CUARTO,2500,,, 1292,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIO CUARTO,2500,,, 1292,NO CONFIRMADO,,,,,
30500193863,RODOLFO SALERNO E HIJOS,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AVELLANEDA AV.,984,06,019, 1405,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AVELLANEDA,984,06,019, 1405,NO CONFIRMADO,,,,,
30500194169,CELOPRINT S A G I C F I,1957-12-09-00:00,SOCIEDAD ANONIMA,2023-01-21-08:49,,BUENOS AIRES,VILLA MARTELLI,VENEZUELA,3854,,, 1603,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,1621,01,A, 1050,NO CONFIRMADO,,,,,
30500194479,RICARDO Y ALBERTO BERTULLI S.C.,1992-07-01-00:00,SOCIEDAD COLECTIVA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,INDEPENDENCIA AV.,3145,,, 1225,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,INDEPENDENCIA AV.,3145,,, 1225,CONFIRMADO,,,,,
30500194614,GRAFEX SA GRAFICA COM IND Y FINANCIERA,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-09-16-11:37,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,246,1,, 1041,DECLARADO POR INTERNET,BUENOS AIRES,SARANDI,CRISOLOGO LARRALDE,3419,,, 1872,DECLARADO,,,,,
30500194851,LINOTIPIA GOGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,1974-06-26-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URQUIZA GRAL,34,PB,, 1215,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GENERAL URQUIZA,34,PB,, 1215,NO CONFIRMADO,,,,,
30500194924,A BAIUCCO Y CIA SOC DE RESP LTDA,1962-03-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BARCO CENTENERA DEL,461,,, 1424,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BARCO CENTENERA DEL,461,,, 1424,NO CONFIRMADO,,,,,
30500195394,GONZALEZ Y FERNANDEZ SOC RESP LTA,1939-10-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LOYOLA,1550,,, 1414,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LOYOLA,1550,,, 1414,NO CONFIRMADO,,,,,
30500196145,DONATO D ARIELLI Y CIA S R L,1943-03-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:58,,BUENOS AIRES,AVELLANEDA,CABILDO,948,,, 1870,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,AVELLANEDA,CABILDO,948,,, 1870,NO CONFIRMADO,,,,,
30500196455,C DELLA PENNA SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL,1942-02-24-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RONDEAU,3225,,, 1262,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RONDEAU,3225,,, 1262,NO CONFIRMADO,,,,,
30500197060,CAPORALETTI HNOS S C A,1961-12-22-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MALABIA,2478,08,066, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MALABIA,2478,08,066, 1425,NO CONFIRMADO,,,,,
30500197133,CURT LATTE S A I Y C,1943-07-01-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,EREZCANO,3021,,, 1437,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,EREZCANO,3021,,, 1437,NO CONFIRMADO,,,,,
30500197370,ESTEBAN L PELUFFO E HIJOS SAIYC,1962-07-30-00:00,SOCIEDAD ANONIMA,2023-01-21-08:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SEGUI F J ALMTE.,1845,,, 1416,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALTE F J SEGUI,1845,,, 1416,NO CONFIRMADO,,,,,
30500197680,BORCHARDT Y CIA S R L,1940-07-01-01:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARISMENDI,2540,,, 1427,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARISMENDI,2540,,, 1427,NO CONFIRMADO,,,,,
30500197753,RICARDO BOTTO Y CIA S R LTDA,1938-03-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERU,833,,, 1068,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERU,833,,, 1068,NO CONFIRMADO,,,,,
30500197826,IMPRENTA SANTOS SOCIEDAD DE RESPONSABILIDAD LIMITADA,1971-07-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-10:21,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOCAYUVA QUINTINO,542,PB,, 1216,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOCAYUVA QUINTINO,542,PB,, 1216,NO CONFIRMADO,,,,,
30500198059,SISTO LEMME Y CIA S A I C,1966-01-25-00:00,SOCIEDAD ANONIMA,2024-01-01-11:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,905,,, 1057,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PASTEUR,455,05,, 1028,NO CONFIRMADO,,,,,
30500199284,LOWE SOCIEDAD DE RESPONSABILIDAD LIMITADA,1955-12-12-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,1053,,, 1016,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,1053,,, 1016,NO CONFIRMADO,,,,,
30500199608,TINTAS LETTA SA Y C,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-09:40,,BUENOS AIRES,VILLA ZAGALA,MENDOZA,1290,,, 1651,NO NOTIFICADO,BUENOS AIRES,VILLA ZAGALA,MENDOZA,1290,,, 1651,NO NOTIFICADO,,,,,
30500200142,OTERO Y PARINI S C A,1965-10-19-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUANAHANI,308,,, 1274,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUANAHANI,308,,, 1274,NO CONFIRMADO,,,,,
30500200452,CAFES CHOCOLATES AGUILA Y PRODUCTOS SAINT HERMANOS SOCIEDAD ANONIMA,1923-08-28-00:00,SOCIEDAD ANONIMA,2022-06-14-18:58,,CORDOBA,ARROYITO,AV FULVIO S PAGANI,487,,, 2434,NO CONFIRMADO,CORDOBA,ARROYITO,AV FULVIO S PAGANI,487,,, 2434,NO CONFIRMADO,,,,,
30500200835,HARRODS BUENOS AIRES LTD,1901-01-01-10:43,SUCURSAL EMPRESA EXTRANJERA,2024-09-02-07:04,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,877,,, 1005,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,877,,, 1005,NO CONFIRMADO,,,,,
30500201130,SOCIEDAD IMPRESORA AMERICANA S A   INDUSTRIAL Y COMERCIAL,1947-11-12-00:00,SOCIEDAD ANONIMA,2024-01-01-10:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVARDEN,153,,, 1437,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LABARDEN,153,,, 1437,NO CONFIRMADO,,,,,
30500201378,MU#OZ HNOS Y CIA S R L,1955-09-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-09:40,,BUENOS AIRES,VILLA ADELINA,AV DE MAYO,1501,1,25, 1607,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,CIUDADELA,MAIPU,3443,,, 1702,NO CONFIRMADO,,,,,
